t,ion_current_M2,ion_current_M32,ion_current_M44,E,current1_muA,j,current1_mA_geo
89.30000000000003,8.834226533088236e-09,4.0866068529411764e-08,5.730189823529412e-10,0.2493570762893827,-2.192888194175874,-5.698106053076741,-0.0056981060530767
89.4,8.836487555147061e-09,4.0855862647058826e-08,5.736180999999997e-10,0.254267480695566,-2.198861173294372,-5.71362652902276,-0.0057136265290227
89.5,8.812283511029414e-09,4.085161165441177e-08,5.742172176470586e-10,0.2591870053519253,-2.1944420428645905,-5.702143648172678,-0.0057021436481726
89.60000000000002,8.788079466911763e-09,4.086976238970589e-08,5.744229602941174e-10,0.2641182966651309,-2.1858394946206787,-5.6797903734591255,-0.0056797903734591
89.7,8.776352268382353e-09,4.0887913125e-08,5.737108279411765e-10,0.2690424694864036,-2.150469309711662,-5.587882785437176,-0.0055878827854371
89.80000000000003,8.784140136029411e-09,4.0873421213235294e-08,5.729986955882353e-10,0.2738967754127818,-2.1492505525717576,-5.584715908322984,-0.0055847159083229
89.9,8.791928003676471e-09,4.082495430147058e-08,5.725953279411765e-10,0.2787895363610807,-2.145473732659796,-5.5749020379857335,-0.0055749020379857
90.0,8.798727900369003e-09,4.0776487389705883e-08,5.724155485294115e-10,0.2838805692177135,-2.0872189962742045,-5.423530131793371,-0.0054235301317933
90.1,8.805041184501845e-09,4.080744088235294e-08,5.72235769117647e-10,0.2887104765049556,-2.0232998865763565,-5.257439645810586,-0.0052574396458105
90.2,8.811354468634687e-09,4.0862117352941165e-08,5.727253985294118e-10,0.293660034115599,-1.96375632250126,-5.102718787821025,-0.005102718787821
90.3,8.807173705882352e-09,4.091241349264705e-08,5.73324001470588e-10,0.2986894224711469,-1.9823319075180887,-5.150986480494527,-0.0051509864804945
90.4,8.802555691176471e-09,4.087948334558824e-08,5.736069992619927e-10,0.3035403398728927,-1.9813347501056864,-5.1483954187602485,-0.0051483954187602
90.5,8.800374823529412e-09,4.08465531985294e-08,5.71951279704797e-10,0.3084923170736038,-2.0198297987035523,-5.248422802742503,-0.0052484228027425
90.6,8.805911588235293e-09,4.083070661764705e-08,5.702955601476011e-10,0.3134584373082472,-1.9406949287510848,-5.0427949541895325,-0.0050427949541895
90.7,8.811448352941176e-09,4.0849544852941166e-08,5.692221360294115e-10,0.3182406402831313,-1.9696973447423325,-5.118156225481197,-0.0051181562254811
90.8,8.808224455882352e-09,4.0868383088235295e-08,5.689205919117645e-10,0.3231389550991402,-1.9637980624158635,-5.102827246820754,-0.0051028272468207
90.9,8.796913794117647e-09,4.088467591911765e-08,5.686190477941174e-10,0.3280132417758739,-1.9233155452853528,-4.997635529104458,-0.0049976355291044
91.0,8.785603132352942e-09,4.089934136029412e-08,5.68594769117647e-10,0.3330393166679951,-1.9677518654328832,-5.1131009985623095,-0.0051131009985623
91.1,8.782268058823531e-09,4.09140068014706e-08,5.68683739705882e-10,0.3377970799810454,-1.883504792335012,-4.8941893557125065,-0.0048941893557125
91.2,8.780926882352941e-09,4.090152397058824e-08,5.687727102941178e-10,0.3428026716233223,-1.9107433744030733,-4.964967396185098,-0.004964967396185
91.3,8.780388529411766e-09,4.088568573529412e-08,5.697434360294115e-10,0.3477107726882975,-1.9223709537119216,-4.995181056971975,-0.0049951810569719
91.4,8.789082647058825e-09,4.0871336875e-08,5.70723068382353e-10,0.3528171220067286,-1.8662343099477243,-4.849312904422411,-0.0048493129044224
91.5,8.797776764705883e-09,4.0864259669117655e-08,5.70859963235294e-10,0.3576218362757237,-1.86875136395546,-4.855853338501765,-0.0048558533385017
91.6,8.801865264705883e-09,4.0857182463235296e-08,5.687183455882353e-10,0.3625024005356053,-1.8510379301015027,-4.809825900836644,-0.0048098259008366
91.7,8.797765999999999e-09,4.087145213235294e-08,5.665767279411762e-10,0.3680726234311836,-1.2660218175678113,-3.2896919237241296,-0.0032896919237241
91.8,8.793666735294118e-09,4.091181242647058e-08,5.657946415441178e-10,0.3737303920153402,-1.202325759961918,-3.12418102701484,-0.0031241810270148
91.9,8.795869823529412e-09,4.095217272058824e-08,5.661248988970589e-10,0.3789515561866753,-1.064641214623714,-2.7664148885995687,-0.0027664148885995
92.0,8.801617985294117e-09,4.093652698529412e-08,5.6645515625e-10,0.384172036410727,1.656665824106684,4.30476008094673,0.0043047600809467
92.1,8.807366147058824e-09,4.090016669117647e-08,5.664066955882353e-10,0.3893360158937719,-0.8870324942169442,-2.3049078553103635,-0.0023049078553103
92.2,8.813340588235293e-09,4.086417306273063e-08,5.662806661764702e-10,0.3940946917661736,-1.744090078384685,-4.531927464040064,-0.00453192746404
92.3,8.819334705882351e-09,4.0864479335793366e-08,5.661045422794118e-10,0.3971928561057947,-1.8455359827986657,-4.795529376593744,-0.0047955293765937
92.4,8.823098897058824e-09,4.0864785608856094e-08,5.65523108455882e-10,0.4020577468004142,-1.8635735482934817,-4.842399053489153,-0.0048423990534891
92.5,8.81794338235294e-09,4.086761727941177e-08,5.64941674632353e-10,0.4070539076786001,-1.9203182944651351,-4.989847328553863,-0.0049898473285538
92.6,8.812787867647058e-09,4.0876341544117654e-08,5.649569264705882e-10,0.4120249903359917,-1.8875194498642227,-4.904621234742629,-0.0049046212347426
92.7,8.809616411764706e-09,4.088506580882353e-08,5.659054558823526e-10,0.4170246151541115,-1.828100611303996,-4.750224469524026,-0.004750224469524
92.8,8.808594352941177e-09,4.0882727426470586e-08,5.668539852941174e-10,0.4218676160697276,-1.879261436595585,-4.8831632162639,-0.0048831632162638
92.9,8.807572294117647e-09,4.087237816176472e-08,5.678307433823529e-10,0.4267883424200436,-1.8559379163945864,-4.822558260667286,-0.0048225582606672
93.0,8.800763338235293e-09,4.0862028897058833e-08,5.688214051470586e-10,0.4316979355632616,-1.8434914516009453,-4.790216768488882,-0.0047902167684888
93.1,8.792126941176471e-09,4.085603654411765e-08,5.698120669117648e-10,0.4365318963293006,-1.842495766220453,-4.787629531753051,-0.004787629531753
93.2,8.784375527675276e-09,4.0850753455882354e-08,5.699915613970589e-10,0.441515583441631,-1.8335372812068111,-4.764351373834099,-0.004764351373834
93.3,8.797863719557197e-09,4.084685441176472e-08,5.70128362867647e-10,0.4466339079574774,-1.7470257436364436,-4.539555637690357,-0.0045395556376903
93.4,8.811351911439115e-09,4.0851457352941175e-08,5.698705790441178e-10,0.4514136943251936,-1.682478556377344,-4.371833124792987,-0.0043718331247929
93.5,8.820319724264706e-09,4.085606029411765e-08,5.682917922794118e-10,0.4563828244521394,-1.5997869130716578,-4.156963185454345,-0.0041569631854543
93.6,8.820109797794119e-09,4.086317551470588e-08,5.667130055147055e-10,0.4613399443460927,-1.4924679763069633,-3.8781005034385463,-0.0038781005034385
93.7,8.819899871323531e-09,4.0873760073529424e-08,5.660069985239852e-10,0.466063577385737,-1.4763829811270806,-3.836304479071402,-0.0038363044790714
93.8,8.816137143382354e-09,4.0884344632352944e-08,5.661395446494465e-10,0.4709419942951206,-1.4157153593199494,-3.678662815459408,-0.0036786628154594
93.9,8.810102952205885e-09,4.089010897058823e-08,5.662720907749075e-10,0.4758929869565077,-1.3397785582436317,-3.4813449827429688,-0.0034813449827429
94.0,8.804068761029413e-09,4.08938075e-08,5.64583688235294e-10,0.4807347878654414,-1.2826014901856888,-3.332773341715649,-0.0033327733417156
94.1,8.790901808823532e-09,4.089750602941177e-08,5.624400485294114e-10,0.4857464375351056,-1.215466344458784,-3.158326153182888,-0.0031583261531828
94.2,8.776853279411767e-09,4.088148566176471e-08,5.606684441176466e-10,0.4907120121651881,-1.108559368802987,-2.880533930707377,-0.0028805339307073
94.3,8.766557562500001e-09,4.0865062867647065e-08,5.631752455882355e-10,0.4956822282926945,-1.0869076461380045,-2.824273054159021,-0.002824273054159
94.4,8.774584400735295e-09,4.085487816176472e-08,5.656820470588237e-10,0.5006062302523344,-0.993711731865224,-2.582108312404221,-0.0025821083124042
94.5,8.782611238970588e-09,4.086244801470589e-08,5.66671925e-10,0.5053311074645146,-0.9460180611439704,-2.458178786698348,-0.0024581787866983
94.6,8.786633242647058e-09,4.0870017867647066e-08,5.649650499999995e-10,0.5104165175231862,-0.8376202767603758,-2.176512775190453,-0.0021765127751904
94.7,8.785760448529412e-09,4.0867760514705885e-08,5.63258175e-10,0.5151744836998364,-0.7681731692069848,-1.9960580739568743,-0.0019960580739568
94.8,8.784887654411765e-09,4.085713183823529e-08,5.654179117647061e-10,0.5200256157880491,-0.6714425545747346,-1.7447085969439793,-0.0017447085969439
94.9,8.783527746323532e-09,4.084650316176472e-08,5.697526176470586e-10,0.5249013745125582,-0.6228078918510267,-1.6183339524038118,-0.0016183339524038
95.0,8.781987672794119e-09,4.084318514705882e-08,5.740873235294111e-10,0.530004267580141,-0.4721415462722842,-1.226835280461794,-0.0012268352804617
95.1,8.780626841911764e-09,4.084147191176472e-08,5.739657794117645e-10,0.5347879686776587,-0.3190132247576621,-0.828939291948861,-0.0008289392919488
95.2,8.797011033088235e-09,4.084214911764706e-08,5.734567352941173e-10,0.5397739795736626,-0.1457589169267606,-0.3787469735284063,-0.0003787469735284
95.3,8.813395224264707e-09,4.0864340294117656e-08,5.72270470588235e-10,0.5444331868748294,-0.0019439151436333,-0.0050511625152723,-5.05116251527235e-06
95.4,8.820129238970588e-09,4.088653147058825e-08,5.683753235294115e-10,0.5493396925804078,0.2072392220261146,0.5385003524567337,0.0005385003524567
95.5,8.803236959558824e-09,4.088818749077491e-08,5.644801764705881e-10,0.5540384510216531,0.370963419193786,0.9639291734034602,0.0009639291734034
95.6,8.786344680147056e-09,4.085633878228782e-08,5.628204882352942e-10,0.5589110232675639,0.6315186000950047,1.640968275258676,0.0016409682752586
95.7,8.784182709558824e-09,4.0824490073800736e-08,5.635825470588235e-10,0.5637910168427329,0.8629665920301028,2.242373858689925,0.0022423738586899
95.8,8.793133077205883e-09,4.082310875e-08,5.643446058823527e-10,0.5686315944197218,1.14259613412499,2.9689766972029785,0.0029689766972029
95.9,8.80208344485294e-09,4.083673375e-08,5.66203858823529e-10,0.5735507026282706,1.409261318190679,3.6618923248693385,0.0036618923248693
96.0,8.80221725e-09,4.085035875e-08,5.684095941176466e-10,0.5783292063458427,1.7165112944896976,4.4602654267935264,0.0044602654267935
96.1,8.800795191176469e-09,4.084865102941177e-08,5.704998235294115e-10,0.5830660067455183,2.1052709778098224,5.470437268021898,0.0054704372680218
96.2,8.800689908088236e-09,4.084613632352941e-08,5.698179117647059e-10,0.5877944948164446,2.447592923531114,6.359943060517882,0.0063599430605178
96.3,8.809396893382354e-09,4.084662768382354e-08,5.691359999999997e-10,0.5926158573138769,2.8134062875429744,7.310490083074003,0.007310490083074
96.4,8.81810387867647e-09,4.085718283088236e-08,5.686743235294115e-10,0.5973714832606282,3.2759888411316287,8.512486817632468,0.0085124868176324
96.5,8.816252239852401e-09,4.086773797794119e-08,5.686806470588233e-10,0.6020906246591498,3.778634837032069,9.818586325761506,0.0098185863257615
96.6,8.799206483394832e-09,4.086567625e-08,5.686869705882353e-10,0.6069224130137895,4.270010904800269,11.095401511106276,0.0110954015111062
96.7,8.782160726937271e-09,4.0851492426470585e-08,5.676015295202953e-10,0.6115390793258949,4.752733458815463,12.349730990509748,0.0123497309905097
96.8,8.780795602941175e-09,4.083730860294118e-08,5.657882453874538e-10,0.6163935253429298,5.3517475004290525,13.90623785915068,0.0139062378591506
96.9,8.78615075e-09,4.085919757352943e-08,5.639749612546126e-10,0.6211038878102906,5.923574317746778,15.392100137822062,0.015392100137822
97.0,8.791505897058824e-09,4.089067551470588e-08,5.65857412867647e-10,0.6258561517668361,6.52268858505854,16.948867437733018,0.016948867437733
97.1,8.798790419117647e-09,4.091903716911765e-08,5.681966408088236e-10,0.6306826925824399,7.159642595915228,18.60395934548895,0.0186039593454889
97.2,8.806114316176471e-09,4.090599672794118e-08,5.701870062499997e-10,0.635285472819852,7.80576972941448,20.282887135892263,0.0202828871358922
97.3,8.806859161764705e-09,4.089295628676471e-08,5.704741018382353e-10,0.6403261912766052,8.505733405240226,22.10170638474844,0.0221017063847484
97.4,8.788879014705881e-09,4.088052191176471e-08,5.707611974264707e-10,0.6452282378609248,9.144784502743112,23.762247463211864,0.0237622474632118
97.5,8.770898867647061e-09,4.08692130882353e-08,5.700950375000001e-10,0.6500153690787557,9.809237541153298,25.488794165504277,0.0254887941655042
97.6,8.767920198529409e-09,4.085790426470589e-08,5.682637875e-10,0.6548300235838068,10.484692761701575,27.243929466524435,0.0272439294665244
97.7,8.77772056617647e-09,4.0850451875e-08,5.664325375000001e-10,0.6597112061101251,11.133300019981585,28.92930173232925,0.0289293017323292
97.8,8.787520933823531e-09,4.0845264375000006e-08,5.651218150735294e-10,0.6646981936213258,11.793721781873629,30.645373372012152,0.0306453733720121
97.9,8.783634235294118e-09,4.0840076875e-08,5.640036165441178e-10,0.669538847352889,12.32732003077445,32.03190070160799,0.0320319007016079
98.0,8.776743058823529e-09,4.0858987647058826e-08,5.629048136029411e-10,0.6745789466917895,12.87480183493864,33.454503728311664,0.0334545037283116
98.1,8.771569566176471e-09,4.088028176470589e-08,5.637261738970589e-10,0.6794990392557247,13.312730136153808,34.5924376688542,0.0345924376688542
98.2,8.781855227941176e-09,4.089204313653137e-08,5.645475341911761e-10,0.6845981329990826,13.72504532800422,35.66381727530116,0.0356638172753011
98.3,8.792140889705883e-09,4.086316490774908e-08,5.653159375e-10,0.6895837393908714,14.14422956692812,36.75304574372488,0.0367530457437248
98.4,8.796371977941177e-09,4.083428667896679e-08,5.659546875e-10,0.6949622554970115,14.361596457009592,37.317862315495965,0.0373178623154959
98.5,8.790724551470588e-09,4.083215588235294e-08,5.665934375e-10,0.7000970123256682,14.46941988721454,37.59803589750807,0.037598035897508
98.6,8.785077124999999e-09,4.085900147058824e-08,5.66650368382353e-10,0.7051624862254211,14.48492581606299,37.6383272480952,0.0376383272480952
98.7,8.788054102941176e-09,4.088584705882354e-08,5.662683830882354e-10,0.7103780944107521,14.543163125747071,37.789653871909,0.037789653871909
98.8,8.795473955882353e-09,4.08730105882353e-08,5.658863977941174e-10,0.7156222713055237,14.400107760682106,37.417931937445246,0.0374179319374452
98.9,8.802893808823531e-09,4.084764294117647e-08,5.6750906875e-10,0.7209513482791959,14.207820128946922,36.91828251563156,0.0369182825156315
99.0,8.790391536764708e-09,4.082442602941176e-08,5.694855025735294e-10,0.7260985839843035,13.883884056272024,36.07655145910935,0.0360765514591093
99.1,8.77661763970588e-09,4.085282676470589e-08,5.713064334558823e-10,0.7312937948282812,13.595248460981596,35.32654685922782,0.0353265468592278
99.2,8.764523800738009e-09,4.088122750000001e-08,5.720866908088236e-10,0.7365475336064976,13.201297946993408,34.30288691416965,0.0343028869141696
99.3,8.758386531365316e-09,4.0898941176470585e-08,5.728669481617648e-10,0.7428893768431221,13.39083150805716,34.795380026416275,0.0347953800264162
99.4,8.752249261992622e-09,4.089394485294119e-08,5.718575705882354e-10,0.7482583389251065,12.720852350864096,33.05447399154577,0.0330544739915457
99.5,8.763297562499998e-09,4.088894852941177e-08,5.682728647058825e-10,0.7535391770723997,12.571411757392507,32.66616037277696,0.0326661603727769
99.6,8.79085748897059e-09,4.088950661764706e-08,5.646881588235293e-10,0.7593264126233638,12.280474659978454,31.910175439189125,0.0319101754391891
99.7,8.818417415441175e-09,4.089376764705882e-08,5.660541018450185e-10,0.7649121827361758,11.962755259834667,31.08459808328585,0.0310845980832858
99.8,8.810835121323527e-09,4.0898028676470584e-08,5.696442494464947e-10,0.7685242567548367,10.716462407215989,27.846170850071783,0.0278461708500717
99.9,8.793911224264704e-09,4.0885035882352944e-08,5.732343970479705e-10,0.7729326935332258,9.826123858806016,25.53267238468876,0.0255326723846887
100.0,8.77845863970588e-09,4.0869690294117654e-08,5.696701838235293e-10,0.7780144903291527,9.323354179695883,24.22625149216462,0.0242262514921646
100.1,8.782553492647056e-09,4.085786352941177e-08,5.659599632352937e-10,0.7829966254894785,8.873573867590547,23.05752071703026,0.0230575207170302
100.2,8.786648345588236e-09,4.0864510588235296e-08,5.638972058823529e-10,0.7882906375170392,8.383248493232704,21.783435703929285,0.0217834357039292
100.3,8.790036764705882e-09,4.0871157647058834e-08,5.665233823529412e-10,0.7931731352303878,7.964811327206196,20.69614846561936,0.0206961484656193
100.4,8.792113235294117e-09,4.0873335147058825e-08,5.691495588235293e-10,0.7983047585346781,7.593764864761892,19.732003508643484,0.0197320035086434
100.5,8.794189705882353e-09,4.086982411764706e-08,5.701699102941175e-10,0.8033065935600768,7.193491601464015,18.69191422796788,0.0186919142279678
100.6,8.788949143382353e-09,4.08663130882353e-08,5.698223367647055e-10,0.8082928096312608,6.8335533199289005,17.756633302019868,0.0177566333020198
100.7,8.779411275735293e-09,4.087226794117648e-08,5.694747632352943e-10,0.8132362234891486,6.432977644789619,16.71575821988452,0.0167157582198845
100.8,8.769873408088234e-09,4.088190397058824e-08,5.683630522058822e-10,0.8183456455811656,6.088654148393807,15.82105150194039,0.0158210515019403
100.9,8.777741632352941e-09,4.089154e-08,5.670836036764707e-10,0.8233505221032115,5.892188650488674,15.31054611192223,0.0153105461119222
101.0,8.787331338235293e-09,4.086162455882353e-08,5.660474566176471e-10,0.8283477807771061,5.594562228744802,14.537179316570551,0.0145371793165705
